name,sigla,state
Faculdade Esamc Sorocaba,Esamc,Sp
Faculdade Esamc Uberlandia,Esamc,Mg
Faculdade Escola De Ayurveda,Faesda,Rs
Faculdade Escola De Negocios Excellence,Faene,Ma
Faculdade Escola Paulista De Direito,Facepd,Sp
Faculdade Escola Politecnica De Inovacao E Conhecimento Aplicado,Epica,Sc
Faculdade Escola Sobral De Oliveira,Faesdo,Ce
Faculdade Escritor Osman Da Costa Lins,Facol,Pe
Faculdade Especializada Na Area De Saude Do Rio Grande Do Sul,Fasurgs,Rs
Faculdade Esper,Esper,Go
Faculdade Espirito Santense,Unicape,Es
Faculdade Espirito Santense De Ciencias Juridicas,Pio Xii - Dir,Es
Faculdade Espirito Santense De Ensino Tecnologico,Faeste,Es
Faculdade Espirito Santo,Faes,Ba
Faculdade Essa Educacao Profissional,Uniessa,Sp
Faculdade Estacao,Faest,Pr
Faculdade Estacio Cachoeiro De Itapemirim,Estacio Feci,Es
Faculdade Estacio Cotia,Estacio Faac,Null
Faculdade Estacio Da Amazonia,Estacio Atual,Rr
Faculdade Estacio Da Paraiba,Estacio Paraiba,Pb
Faculdade Estacio De Alagoas - Estacio Fal,Estacio Fal,Al
Faculdade Estacio De Alagoinhas,,Ba
Faculdade Estacio De Ananindeua,,Pa
Faculdade Estacio De Barbacena- Estaciobarbacena,,Mg
Faculdade Estacio De Bauru,Estacio Bauru,Sp
Faculdade Estacio De Belem - Estacio Belem,Estacio Belem,Pa
Faculdade Estacio De Caninde,Estacio Caninde,Ce
Faculdade Estacio De Carapicuiba,Estacio Carapicuiba,Sp
Faculdade Estacio De Cascavel,,Pr
Faculdade Estacio De Castanhal,Estacio Castanhal,Pa
Faculdade Estacio De Cotia,Estacio Cotia,Sp
Faculdade Estacio De Cuiaba,Estacio Cuiaba,Mt
Faculdade Estacio De Curitiba,Estacio Curitiba,Pr
Faculdade Estacio De Feira De Santana,Estacio Feira De San,Ba
Faculdade Estacio De Florianopolis - Estacio Florianopolis,Null,Sc
Faculdade Estacio De Goiania,Estacio Goiania,Go
Faculdade Estacio De Ibiuna,Estacio Ibiuna,Sp
Faculdade Estacio De Imperatriz - Estacio Imperatriz,,Ma
Faculdade Estacio De Jaragua Do Sul,Estacio Jaragua,Sc
Faculdade Estacio De Jatai Estacio Jatai,Estacio Jatai,Go
Faculdade Estacio De Joao Pessoa - Estacio De Joao Pessoa,Null,Pb
Faculdade Estacio De Juazeiro,Estaciojuazeiro,Ba
Faculdade Estacio De Manaus,Estacio Manaus,Am
Faculdade Estacio De Maringa,Estacio Maringa,Pr
Faculdade Estacio De Natal,Estacio Natal,Rn
Faculdade Estacio De Passos,Estacio Passos,Mg
Faculdade Estacio De Pernambuco - Estacio Pernambuco,,Pe
Faculdade Estacio De Pimenta Bueno,Estacio Fap,Ro
Faculdade Estacio De Rio Preto,Estacio Rio Preto,Sp
Faculdade Estacio De Sa De Campo Grande,Fescg,Ms
Faculdade Estacio De Sa De Goias,Fesgo,Go
Faculdade Estacio De Sa De Juiz De Fora,Fesjf,Mg
Faculdade Estacio De Sa De Ourinhos,Faeso,Sp
Faculdade Estacio De Sa De Vila Velha,Fesvv,Es
Faculdade Estacio De Sa De Vitoria,Fesv,Es
Faculdade Estacio De Santo Andre,Estacio Santo Andre,Sp
Faculdade Estacio De Sao Jose Do Rio Preto,Estaciosao Jose,Sp
Faculdade Estacio De Sao Jose Dos Pinhais,,Pr
Faculdade Estacio De Sao Luis,Estacio Sao Luis,Ma
Faculdade Estacio De Sao Mateus - Estacio Sao Mateus,,Es
Faculdade Estacio De Teresina,Estacio Teresina,Pi
Faculdade Estacio Do Amapa - Estacio Amapa,Estacio Amapa,Ap
Faculdade Estacio Do Amapa - Estacio Famap,Estacio Famap,Ap
Faculdade Estacio Do Amazonas - Estacio Amazonas,Estacio Amazonas,Am
Faculdade Estacio Do Pantanal,Estacio Fapan,Mt
Faculdade Estacio Do Para - Estacio Fap,Estacio Fap,Pa
Faculdade Estacio Do Recife - Estacio Fir,Estacio Fir,Pe
Faculdade Estacio Do Rio Grande Do Sul - Estacio Fargs,Estacio Fargs,Rs
Faculdade Estacio Euro- Panamericana De Humanidades E Tecnologias - Estacio Europan,Estacio Europan,Sp
Faculdade Estacio Macapa - Estacio Macapa,Estacio Macapa,Ap
Faculdade Estacio Montessori De Ibiuna,Estacio Fmi,Sp
Faculdade Estacio Sao Paulo De Rondonia,Estacio Fsp,Ro
Faculdade Estadual De Ciencias E Letras De Campo Mourao,Fecilcam,Null
Faculdade Estadual De Ciencias Economicas De Apucarana,Fecea,Null
Faculdade Estadual De Direito Do Norte Pioneiro,Fundinopi,Pr
Faculdade Estadual De Educacao Ciencias E Letras De Paranavai,Fafipa,Null
Faculdade Estadual De Educacao Fisica De Jacarezinho,Faefija,Pr
Faculdade Estadual De Filosofia Ciencias E Letras De Cornelio Procopio,Faficop,Pr
Faculdade Estadual De Filosofia Ciencias E Letras De Jacarezinho,Fafija,Pr
Faculdade Estadual De Filosofia Ciencias E Letras De Paranagua,Fafipar,Pr
Faculdade Estadual De Filosofia Ciencias Letras Uniao Da Vitoria,Fafiuv,Null
"Faculdade Estadual De Filosofia, Ciencias E Letras De Paranagua",Fafipar,Null
"Faculdade Estadual De Filosofia, Ciencias E Letras De Uniao Da Vitoria",Fafi,Null
Faculdade Estratego,Estratego,Pa
Faculdade Euclides Da Cunha,Faeuc,Ac
Faculdade Eugenio Gomes,Feg,Ba
Faculdade Europeia De Administracao E Marketing,Fepam,Pe
Faculdade Europeia De Tecnologia E Ciencias Humanas - Eurotech,Eurotech,Pe
Faculdade Europeia De Vitoria,Faev,Es
Faculdade Evangelica Cristo Rei,Fecr,Pi
Faculdade Evangelica De Ceres,Facer,Go
Faculdade Evangelica De Goianesia,Faceg,Go
Faculdade Evangelica De Jaragua,Feja,Go
Faculdade Evangelica De Rubiataba,Fer,Go
Faculdade Evangelica De Salvador,Facesa,Ba
Faculdade Evangelica De Sao Paulo,Null,Sp
Faculdade Evangelica De Senador Canedo,Fescan,Go
Faculdade Evangelica De Taguatinga,Fe Taguatinga,Df
"Faculdade Evangelica De Tecnologia, Ciencias E Biotecnologia Da Cgadb",Faecad,Rj
Faculdade Evangelica De Teologia De Belo Horizonte,Fate-Bh,Mg
Faculdade Evangelica Do Meio Norte,Faeme,Ma
Faculdade Evangelica Do Parana,Fepar,Pr
Faculdade Evangelica Do Piaui,Faepi,Pi
Faculdade Evangelica Mackenzie Do Parana,Fempar,Pr
Faculdade Evangelica Raizes,Raizes,Go
Faculdade Evilasio Formiga,Fef,Null
Faculdade Evolucao,Faev,Sp
Faculdade Evolucao Alto Oeste Potiguar,Facep,Rn
Faculdade Evoluir,Faev,Ce
Faculdade Evolutivo,Face,Ce
Faculdade Exata Educacional,Fee,Pr
Faculdade Excelencia,Faex,Ce
Faculdade Exito,Faex,Go
Faculdade Exponencial,Fie,Sc
Faculdade Fabad,Fabad,Sp
Faculdade Faccat,Faccat,Sp
Faculdade Faccentro,Null,Rs
Faculdade Facese,Null,Pr
Faculdade Faciencia,Faciencia,Pr
Faculdade Facmil,Null,Sp
Faculdade Factum,Factum,Rs
Faculdade Facuminas De Pos-Graduacao Ead,Facuminas Ead,Sp
Faculdade Fadam,Fadam,Ce
Faculdade Fadam De Maracanau,Fadam,Ce
Faculdade Fae Araucaria,Fae,Null
Faculdade Fae Blumenau,Null,Sc
Faculdade Fae Sao Jose Dos Pinhais,Null,Null
Faculdade Fae Sevigne Porto Alegre,Fae Sevigne,Rs
Faculdade Fael De Curitiba,Fael Curitiba,Pr
Faculdade Faipe,Null,Mt
Faculdade Famart,,Mg
Faculdade Famep - Unidade Parambu - Ce,Famep,Ce
Faculdade Famercosul,Fsul,Rs
Faculdade Fanorpi Bandeirantes,Fanorpi,Pr
Faculdade Fapaf,Fapaf,To
Faculdade Fapan,Fapan,Sp
Faculdade Farias Brito,Ffb,Ce
Faculdade Farus,Farus,Mg
Faculdade Fasipe,Fasipe,Mt
Faculdade Fasipe Cuiaba,Ffc,Mt
Faculdade Fasipe De Primavera,Ffp,Mt
Faculdade Fasipe De Rondonopolis,Ffr,Mt
Faculdade Fasipe De Sorriso,Ffs,Mt
Faculdade Fasipe Df,Facdf,Df
Faculdade Fasipe Mato Grosso,Ffmt,Mt
Faculdade Fasipe Pantanal,Fasipe,Mt
Faculdade Fatifajar Jaguariaiva,Fajar,Pr
Faculdade Faveni Guarulhos,Faveni - Guarulhos,Sp
Faculdade Fecomercio Roraima,Facorr,Rr
"Faculdade Feluma - Saude, Tecnologia E Ciencia",Feluma,Mg
Faculdade Fenix De Bauru,Fenix,Null
Faculdade Fernanda Bicchieri,Null,Rj
Faculdade Fernao Dias,Fafe,Sp
Faculdade Fia De Administracao E Negocios,Ffia,Sp
Faculdade Fidelis,Ff,Pr
Faculdade Figueiredo Costa - Fic,Null,Al
Faculdade Filadelfia,Fafil,Sp
Faculdade Filadelfia De Tecnologia,Fafiltec,Sc
Faculdade Filos,,Go
Faculdade Finaci,Finaci,Sp
Faculdade Finom De Patos De Minas,Finom,Mg
Faculdade Fipecafi,Fipecafi,Sp
Faculdade Fisepe,Fisepe,Rs
Faculdade Flamingo,Null,Sp
Faculdade Fleming,Sef,Sp
Faculdade Fleming Cerquilho,Fac Cerquilho,Sp
Faculdade Fleming De Osasco,A. Fleming,Sp
Faculdade Focus,Focus,Pr
Faculdade Fortium,Null,Df
Faculdade Fortium De Brasilia,Ffb,Df
Faculdade Foz Do Iguacu,Fafig,Pr
Faculdade Fractal,Fractal,Go
Faculdade Fraga De Integracao Da Cultura Educacao E Pesquisa,Ficepe,Go
Faculdade Frassinetti Do Recife,Fafire,Pe
Faculdade Freire De Ensino,Ffe,Sp
Faculdade Fronteira,Fecaf,Null
Faculdade Frutal,Faf,Mg
Faculdade Fucape,Fucape,Es
Faculdade Funorte De Janauba,Null,Mg
Faculdade Funorte De Januaria,Null,Mg
Faculdade Futura,Null,Sp
Faculdade G8,Fg8,Sp
Faculdade Galileu,Fg,Sp
Faculdade Gama E Souza,Fgs,Rj
Faculdade Gamaliel,Fagama,Go
Faculdade Garca Branca Pantanal,Fgb,Mt
Faculdade Gennari E Peartree,Fgp,Sp
Faculdade Georgina,Fageo,Ce
Faculdade Geremario Dantas,Sfnsc,Rj
Faculdade Gianna Beretta,,Ma
Faculdade Gil Gal,Gilgal,Pb
Faculdade Global De Umuarama,Fgu,Pr
Faculdade Goyazes Do Distrito Federal,Fg-Df,Df
Faculdade Gran Tiete,Fgt,Sp
Faculdade Grande Vitoria,Unfgv,Es
Faculdade Grau S Ensino Superior,Grau,Pe
Faculdade Guaianas,Fag,Sp
Faculdade Guairaca De Prudentopolis,Fgp,Null
Faculdade Guarai,Fag,To
Faculdade Guarapuava,Fg,Pr
Faculdade Guerra,Fag,Df
Faculdade Guilherme Guimbala,Fgg,Sc
Faculdade Helio Rocha,Fhr,Ba
Faculdade Herrero,Fatec,Pr
Faculdade Holistica,Fahol,Pr
Faculdade Honpar,,Pr
Faculdade Horizonte,Fachorizonte,Df
Faculdade Horizontes,Fh,Null
Faculdade Horizontina,Fahor,Rs
Faculdade Horus Sao Miguel,Fsj,Sc
Faculdade Hospital Sao Paulo De Muriae,Famehsp,Mg
Faculdade Hsm,Null,Sp
Faculdade Humboldt,Fh,Sp
Faculdade Ibam,Null,Rj
Faculdade Ibcmed,Ibcmed,Mg
Faculdade Ibeco,Ibeco,Sp
Faculdade Ibero Americana De Sao Paulo,Fiasp,Sp
Faculdade Ibg,Ibg,Mt
Faculdade Ibgen,Null,Rs
Faculdade Ibgen - Instituto Brasileiro De Gestao De Negocios,Ibgen,Rs
Faculdade Ibiapaba,,Ce
Faculdade Ibmec,Ibmec,Mg
Faculdade Ibmec De Brasilia,Ibmec Brasilia,Df
Faculdade Ibmec Distrito Federal,Ibmec/Df,Df
Faculdade Ibmec Sao Paulo,Ibmec Sp,Sp
Faculdade Ibra Da Grande Sao Paulo,Faculdade Fagran,Sp
Faculdade Ibra De Brasilia,Faculdade Fabras,Df
Faculdade Ibra De Minas Gerais,Faculdade Fibmg,Mg
Faculdade Ibra De Taubate,Faculdade Fitau,Sp
Faculdade Ibra De Tecnologia,Faculdade Fitec,Sp
Faculdade Ibra Dos Vales,Faculdade Fadivales,Sp
Faculdade Ibs,Ibs,Mg
Faculdade Icesp,Icesp,Df
Faculdade Ictq/Pge,Ictq/Pge,Go
Faculdade Idd,Idd,Pr
Faculdade Ideal,Faci,Pa
Faculdade Ideal De Alto Horizonte,Unideal,Go
Faculdade Ideal De Patos,Facipa,Mg
Faculdade Ideal Wyden,Faci Wyden,Pa
Faculdade Ideau De Bage,Ideau,Rs
Faculdade Ideau De Caxias Do Sul,Ideau,Rs
Faculdade Ideau De Passo Fundo,Ideau,Rs
Faculdade Idor De Ciencias Medicas,Faculdade Idor,Rj
Faculdade Iepg,Iepg,Null
Faculdade Ietec,Ietec,Mg
Faculdade Iguacu,Fi,Pr
Faculdade Iguapense Santo Augusto,Fisa,Sp
Faculdade Ilapeo,Ilapeo,Pr
Faculdade Imepac De Itumbiara,Imepac Itumbiar,Go
Faculdade Imes,Imes,Mg
Faculdade Imesp Monitor,Imesp,Sp
Faculdade Impacta,Impacta,Sp
Faculdade Impacta Tecnologia,Fit,Sp
Faculdade Impacto,,Al
Faculdade Impacto De Porangatu,Fip,Go
Faculdade Impactos - Faci,Faci,Mt
Faculdade Inbec,Inbec,Ce
Faculdade Inconfidencia,Fi,Mg
Faculdade Independente Butanta,F I B,Sp
Faculdade Independente Do Nordeste,Fainor,Ba
Faculdade Ined De Rio Claro,Cbta,Sp
Faculdade Inedi,Cesuca,Rs
Faculdade Inesp - Instituto Nacional De Ensino E Pesquisa,Inesp,Sp
Faculdade Innovare,Facinn,Sp
Faculdade Innovate De Anapolis,Innovate,Go
Faculdade Inova,Inova,Pr
Faculdade Inova Mais De Sao Paulo,Fimsp,Sp
Faculdade Inpg De Blumenau,Facinpg,Sc
Faculdade Inpro,Facinpro,Go
Faculdade Inspirar,Inspirar,Pr
Faculdade Insted,Null,Ms
Faculdade Instituto Brasileiro De Ensino,Facibe,Mg
Faculdade Instituto De Ensino Superior,Facies,Go
Faculdade Instituto Paulista De Ensino,Fipen,Sp
Faculdade Instituto Rio De Janeiro,Fiurj,Rj
Faculdade Instituto Superior De Educacao Do Parana - Fainsep,Fainsep,Pr
Faculdade Integracao,Fi,Sp
Faculdade Integracao Tiete,Fit,Sp
Faculdade Integrada Brasil Amazonia,Fibra,Pa
Faculdade Integrada Carajas,Fic,Pa
Faculdade Integrada Cesumar De Curitiba,Cesumar,Pr
Faculdade Integrada Cete,Fic,Pe
Faculdade Integrada Da Amazonia,Finama,Pa
Faculdade Integrada Da Grande Fortaleza,Fgf,Ce
Faculdade Integrada Das Cataratas Ejovem,Ejovem,Pr
Faculdade Integrada De Araguatins,Faiara,To
Faculdade Integrada De Arapongas,Integrada,Pr
Faculdade Integrada De Campo Grande,Integrada,Ms
Faculdade Integrada De Cariacica,Multivix Cariac,Null
Faculdade Integrada De Ensino Superior De Colinas,Fiesc,To
Faculdade Integrada De Gestao E Meio Ambiente,Facigma,Pe
Faculdade Integrada De Goias,Fig,Go
Faculdade Integrada De Guarapuava,Integrada,Null
Faculdade Integrada De Londrina,Integrada,Null
Faculdade Integrada De Maringa,Integrada,Pr
Faculdade Integrada De Palmeiras De Goias,Fai,Go
Faculdade Integrada De Pernambuco,Facipe,Pe
Faculdade Integrada De Ponta Grossa,Integrada,Null
Faculdade Integrada De Santa Maria,Fisma,Rs
Faculdade Integrada De Vila Velha,Multivix Vila V,Null
Faculdade Integrada Do Brasil,Faibra,Pi
Faculdade Integrada Do Ceara,Fic,Ce
Faculdade Integrada Do Recife,Fir,Pe
Faculdade Integrada Euclides Fernandes,Faj,Ba
Faculdade Integrada Instituto Souza,Fasouza,Mg
Faculdade Integrada Metropolitana De Campinas,Metrocamp,Sp
Faculdade Integrada Rio Branco,Firb,Ac
Faculdade Integrada Tiradentes,Fits,Al
Faculdade Integrado De Campo Mourao,Cei,Pr
Faculdade Integral Cantareira,F.I.C.,Sp
Faculdade Integral De Jaboatao Dos Guararapes,Fij,Pe
Faculdade Integral Diferencial,Facid,Pi
Faculdade Interacao Americana,Fia,Sp
Faculdade Interamericana De Porto Velho,Uniron,Ro
Faculdade Interativa Coc,Unicoc,Se
Faculdade Interativa De Sao Paulo,Faisp,Sp
Faculdade Intercontinental,Faicon,Sp
Faculdade Intercultural Da Amazonia,Fiama,Pa
Faculdade Interlagos De Educacao E Cultura,Fintec,Sp
Faculdade Intermunicipal Do Noroeste Do Parana,Facinor,Pr
Faculdade Internacional Cidade Viva,,Pb
Faculdade Internacional Da Paraiba,Fpb,Pb
Faculdade Internacional De Ciencias Empresariais,Fice,Mg
Faculdade Internacional De Sao Luis,Isl,Ma
Faculdade Internacional De Sao Paulo,Finsp,Sp
Faculdade Internacional Do Delta,Inta,Pi
Faculdade Intervale,Intervale,Mg
Faculdade Intesp,Intesp,Sp
Faculdade Invest De Ciencias E Tecnologia,Invest,Mt
Faculdade Invictus,Firp,Sp
Faculdade Ipemed De Ciencia Medicas,Ipemed,Mg
Faculdade Ipemed De Ciencias Medicas,Ipemed,Mg
Faculdade Ipessp,Ipessp,Sp
Faculdade Ipiranga,Facip,Pa
Faculdade Irece,Fai,Ba
Faculdade Isaac Newton,Facine,Ba
Faculdade Isae Brasil,Isae,Pr
Faculdade Iseib De Belo Horizonte,Fibh,Mg
Faculdade Iseib De Betim,Fisbe,Mg
Faculdade Ismd,Ismd,Mg
Faculdade Israelita De Ciencias Da Saude Albert Einstein,Ficsae,Sp
Faculdade Israelita De Ciencias Da Saude Einstein,Ficsae,Sp
Faculdade Ita Educacional Paulista,Null,Sp
Faculdade Itabirana De Desenvolvimento Das Ciencias E Tecnologias,Fatec,Null
Faculdade Itabirana De Saude,Fisa,Null
Faculdade Itaborai,Omni,Null
Faculdade Italo Brasileira,Fib,Es
Faculdade Itanhaem,Faita,Sp
Faculdade Itapuranga,Null,Go
Faculdade Itaqua,Uneitaqua,Sp
Faculdade Itataia,Facit,Ce
Faculdade Iteana De Botucatu,Fitb,Sp
Faculdade Iteana De Ibitinga,Fiti,Sp
Faculdade Itec,Null,Pb
Faculdade Ith,Ith,Go
Faculdade Itop,Itop,Null
Faculdade Itpac Abaetetuba,Itpac Abaet,Pa
Faculdade Itpac Braganca,Itpac Braganca,Pa
Faculdade Itpac Garanhuns,Itpac-Garanhuns,Pe
Faculdade Itpac Santa Ines,Itpac Santa Ines,Ma
Faculdade J. Simoes Ensino Superior,Fabavi,Es
Faculdade Jaguar Indaia,Fji,Sp
Faculdade Jaguariaiva,Fajar,Pr
Faculdade Jangada,Fj,Sc
Faculdade Japi,Japi,Sp
Faculdade Jardins,Facjardins,Se
Faculdade Jesuita De Filosofia E Teologia,Faje,Mg
Faculdade Jk - Asa Norte,Cenacap,Df
Faculdade Jk - Brasilia - Unidade Plano Piloto,Cenacap,Df
Faculdade Jk - Guara,Jk,Df
Faculdade Jk - Plano Piloto,-,Df
Faculdade Jk - Unidade I - Gama,Null,Df
Faculdade Jk - Unidade Ii - Gama,Null,Df
Faculdade Jk Administracao De Valparaiso,Faculdade Jk,Null
Faculdade Jk Brasilia - Recanto Das Emas,Jk Bsb Re,Df
Faculdade Jk Brasilia - Recanto Das Emas Ii,Null,Df
Faculdade Jk De Tecnologia,Facjk,Df
Faculdade Jk Sobradinho,Null,Df
Faculdade Joao Paulo Ii,Fajop,Go
Faculdade Joao Paulo Primeiro,Fajopp,Sp
Faculdade Joaquim Nabuco,Fjn,Pe
Faculdade Jose Augusto Vieira,Fjav,Se
Faculdade Jose Lacerda Filho De Ciencias Aplicadas,Fajolca,Pe
Faculdade Juiz De Fora,Fjf,Null
Faculdade Juvencio Terra,Fjt,Ba
Faculdade Kennedy,Fk,Mg
Faculdade Kennedy De Belo Horizonte,Fkbh,Mg
Faculdade Kennedy De Ipatinga,Fkipatinga,Mg
Faculdade Kennedy De Minas Gerais - Fkmg,Fkmg,Mg
Faculdade La Salle,Null,Am
Faculdade La Salle - Caxias,Facsalle,Rs
Faculdade Laboro,Laboro,Ma
Faculdade Latino Americana,Fla,Null
Faculdade Latino Americana De Educacao,Flated,Ce
Faculdade Latino-Americana,Flam,Sp
Faculdade Legale,Legale,Sp
Faculdade Leonardo Da Vinci,Ulbra,Rs
Faculdade Leonardo Da Vinci - Santa Catarina,Favinci,Sc
Faculdade Leonardo Da Vinci De Belo Horizonte,,Mg
Faculdade Leonardo Da Vinci De Sao Goncalo,,Rj
Faculdade Liber De Porangatu,Facliber,Go
Faculdade Liberdade - Educacao E Tecnologia,Faliber,Rs
Faculdade Lider,Null,Pe
Faculdade Life,Faclife,Go
Faculdade Lions,Fac-Lions,Go
Faculdade Literatus,Fal,Am
Faculdade Logos,Falog,Go
Faculdade Logos Internacional,Fali,Pr
Faculdade Lourenco Filho,Flf,Ce
Faculdade Ls,Facels,Df
Faculdade Luciano Feijao,Flf,Ce
Faculdade Luiz Eduardo Magalhaes,Filem,Ba
Faculdade Luiz Mario Moutinho,Flmm,Pe
Faculdade Lusitana De Pernambuco,Falup,Pe
Faculdade Luso-Brasileira,Falub,Pe
Faculdade Lusobrasileira,Falub,Pe
Faculdade Lusocapixaba,Flc,Es
Faculdade Lusofona Da Bahia,Fl-Ba,Ba
Faculdade Lusofona De Sao Paulo,Fl-Sp,Sp
Faculdade Lusofona Do Rio De Janeiro,Fl-Rj,Rj
Faculdade Luterana De Teologia,Flt,Sc
Faculdade Luterana Rui Barbosa,Falurb,Pr
Faculdade Luterana Sao Marcos,Falsm,Rs
Faculdade M-Educar,Famed,Ce
Faculdade Macedo De Amorim,Famam,Pe
Faculdade Machado De Assis,Fama,Rj
Faculdade Machado Sobrinho,Fms,Mg
Faculdade Madalena Sofia,Fms,Pr
Faculdade Madeira Mamore,Famma,Ro
Faculdade Madre Tereza,Famat,Ap
Faculdade Madre Thais,Fmt,Ba
Faculdade Mafrense De Turismo E Ciencias Humanas De Teresina,Fama,Pi
Faculdade Magister,Magister,Sp
Faculdade Mais De Ituiutaba,Facmais,Mg
Faculdade Malta,Facma,Pi
Faculdade Maranhense,Fam,Ma
Faculdade Maranhense Sao Jose Dos Cocais,Fsj,Ma
Faculdade Marechal Candido Rondon,Famar,Ro
Faculdade Marechal Rondon,Fmr,Sp
Faculdade Marechal Rondon De Bauru,Fmr-Bauru,Sp
Faculdade Marechal Rondon De Guarulhos,Fmr-Guarulhos,Sp
Faculdade Marechal Rondon De Maua,Fmr-Maua,Sp
Faculdade Maria Augusta Ribeiro Daher,Fma,Null
Faculdade Maria Milza,Famam,Ba
Faculdade Maria Milza - Campus Factae,Famam-Factae,Null
Faculdade Maria Thereza,Famath,Rj
Faculdade Maringa,Cespar,Pr
Faculdade Mario Quintana,Famaqui,Rs
Faculdade Mario Schenberg,Fms,Sp
Faculdade Marista,Fm,Mg
Faculdade Marques De Olinda,Fmo,Sp
Faculdade Martha Falcao,Fmf,Am
Faculdade Martha Falcao Wyden,Fmf Wyden,Am
Faculdade Master,Fac Master,Se
Faculdade Master De Parauapebas - Famap,Famap,Pa
Faculdade Master Do Para - Famap Tucuma,Famap,Pa
Faculdade Master Do Para - Famap Xinguara,Famap,Pa
Faculdade Mater Dei,Fmd,Pr
Faculdade Mato Grosso Do Sul,Facsul,Ms
Faculdade Maua De Brasilia,Mauadf,Df
Faculdade Maua De Goias,Null,Go
Faculdade Mauricio De Nassau,Uninassau,Rn
Faculdade Mauricio De Nassau De Belo Horizonte,Fmn Bh,Null
Faculdade Mauricio De Nassau De Betim,Fmn Betim,Mg
Faculdade Mauricio De Nassau De Blumenau,Fmn Blumenau,Sc
Faculdade Mauricio De Nassau De Campina Grande,Fmn Cg,Pb
Faculdade Mauricio De Nassau De Campinas,Fmn Campinas,Null
Faculdade Mauricio De Nassau De Campos Dos Goytacazes,Fmn Goytacazes,Rj
Faculdade Mauricio De Nassau De Caxias Do Sul,Fmn Caxias Sul,Rs
Faculdade Mauricio De Nassau De Divinopolis,Fmn Divinopolis,Mg
Faculdade Mauricio De Nassau De Duque De Caxias,Fmn Caxias,Rj
Faculdade Mauricio De Nassau De Florianopolis,Fmn Floripa,Sc
Faculdade Mauricio De Nassau De Impetratriz,Fmn Imperatriz,Ma
Faculdade Mauricio De Nassau De Itabuna,Fmn De Itabuna,Ba
Faculdade Mauricio De Nassau De Joao Pessoa,Fmn Joao Pessoa,Pb
Faculdade Mauricio De Nassau De Juiz De Fora,Fmn Jf,Mg
Faculdade Mauricio De Nassau De Lauro Freitas,Fabac,Ba
Faculdade Mauricio De Nassau De Londrina,Fmn Londrina,Pr
Faculdade Mauricio De Nassau De Maceio,Fmn Maceio,Null
Faculdade Mauricio De Nassau De Niteroi,Fmn Niteroi,Rj
Faculdade Mauricio De Nassau De Pelotas,Fmn Pelotas,Rs
Faculdade Mauricio De Nassau De Ponta Grossa,Fmn Pontagrossa,Pr
Faculdade Mauricio De Nassau De Santo Andre,Fmn Santo Andre,Null
Faculdade Mauricio De Nassau De Sao Jose Dos Campos,Fmn Sj Campos,Null
Faculdade Mauricio De Nassau De Sorocaba,Fmn Sorocaba,Null
Faculdade Mauricio De Nassau De Uberlandia,Fmn Uberlandia,Mg
Faculdade Mauricio De Nassau De Volta Redonda,Fmn Volta Redon,Rj
Faculdade Mauricio De Nassau Sao Bernardo Do Campo,Fmn Sbc,Null
Faculdade Mauricio De Nassau Serra Talhada,Fmn Serra,Pe
Faculdade Max Planck,Fmp,Sp
Faculdade Mega,Mega,Mg
Faculdade Melies,Melies,Sp
Faculdade Menino Deus,Famed,Rs
Faculdade Menna Barreto,Fmb,Pr
Faculdade Mercurio,Famerc,Rj
Faculdade Meridional,Imed,Rs
Faculdade Meridional De Ijui,Imed,Rs
Faculdade Meridional De Porto Alegre,Imed,Rs
Faculdade Meridional Rs,Imed,Rs
Faculdade Messianica,Null,Sp
Faculdade Meta,Fameta,Ac
Faculdade Metodista Centenario,Fmc,Rs
Faculdade Metodista Conexional,Faco,Mt
Faculdade Metodista De Ciencias Humanas E Exatas,Metodista,Sp
Faculdade Metodista De Santa Maria,Fames,Rs
Faculdade Metodista De Teologia E Ciencias Humanas Da Amazonia,Fateo-Pvh,Ro
Faculdade Metodista Do Sul Paulista,Fmsp,Sp
Faculdade Metodista Granbery,Fmg,Mg
Faculdade Metodo De Sao Paulo,Famesp,Sp
Faculdade Metrocamp,Null,Null
Faculdade Metropolitana,Polifucs,Ba
Faculdade Metropolitana Da Amazonia,Famaz,Pa
Faculdade Metropolitana Da Grande Recife,Unesj,Pe
Faculdade Metropolitana De Anapolis,Fama,Go
Faculdade Metropolitana De Caieiras,Fmc,Sp
Faculdade Metropolitana De Camacari,Famec,Ba
Faculdade Metropolitana De Camaqua,Fameca,Rs
Faculdade Metropolitana De Ciencias E Tecnologia,Famec,Rn
Faculdade Metropolitana De Coari,Fametro,Am
Faculdade Metropolitana De Dias D'Avila,Facd'Avila,Ba
Faculdade Metropolitana De Florianopolis,Famefloripa,Sc
Faculdade Metropolitana De Fortaleza,Fametro,Ce
Faculdade Metropolitana De Franca,Famef,Sp
Faculdade Metropolitana De Guaramirim,Fameg,Sc
Faculdade Metropolitana De Horizonte,Fmh,Ce
Faculdade Metropolitana De Itacoatiara,Fametro,Am
Faculdade Metropolitana De Itajai,Fimt,Sc
Faculdade Metropolitana De Joinville,Fameville,Sc
Faculdade Metropolitana De Lages,Famelages,Sc
Faculdade Metropolitana De Manaus,Fametro,Am
Faculdade Metropolitana De Maringa,Unifamma,Pr
Faculdade Metropolitana De Novo Hamburgo,Famenovo,Rs
