name,sigla,state
Centro Universitario Universo Salvador,,Ba
Centro Universitario Univinte,Null,Sc
Centro Universitario Vale Do Cricare,Univc,Es
Centro Universitario Vale Do Rio Verde,Null,Mg
Centro Universitario Vale Do Salgado,Null,Ce
Centro Universitario Vertice,Univertix,Mg
Cesrei Faculdade,Null,Pb
Christus Faculdade Do Piaui,Chrisfapi,Pi
Cisne - Faculdade De Quixada,Cfq,Ce
Cisne - Faculdade Tecnologica De Quixada,Cftq,Ce
Claretiano - Centro Universitario,Claretianobt,Sp
Claretiano - Faculdade De Boa Vista,Claretianobv,Rr
Claretiano Rede De Educacao,Claretiano,Ro
Colegio Pedro Ii,Cp Ii,Rj
Complexo De Ensino Superior De Palmas,Cesup,To
Conservatorio Brasileiro De Musica - Centro Universitario,Cbm/Ceu,Rj
Conservatorio Brasileiro De Musica - Centro Universitario Brasileiro De Educacao,Cbm-Unicbe,Rj
Conservatorio De Musica De Niteroi,Cmn,Rj
Conservatorio Dramatico Musical Sao Paulo,Cdmsp,Sp
Diretoria De Formacao E Desenvolvimento Profissional,Fundaj,Pe
Ej - Faculdade De Tecnologia Em Aviacao Civil,Ej,Sp
Emge - Escola De Engenharia,Null,Mg
Ensino Superior Albert Sabin Jk,Esas Jk,Df
Epge Escola Brasileira De Economia E Financas,Fgv Epge,Rj
Escola Agrotecnica Federal De Alegre,Eafa,Null
Escola Agrotecnica Federal De Araguatins,Null,Null
Escola Agrotecnica Federal De Barbacena,Eafb,Null
Escola Agrotecnica Federal De Caceres,Null,Null
Escola Agrotecnica Federal De Ceres,Null,Null
Escola Agrotecnica Federal De Concordia,Eafc,Null
Escola Agrotecnica Federal De Inconfidentes,Eafi,Null
Escola Agrotecnica Federal De Machado,Eafm,Null
Escola Agrotecnica Federal De Salinas,Eafsalinas,Mg
Escola Agrotecnica Federal De Sao Joao Evangelista,Eafsje-Mg,Null
Escola Agrotecnica Federal De Satuba,Eafsatuba,Null
Escola Agrotecnica Federal De Sertao,Eafs,Null
Escola Agrotecnica Federal De Sousa,Null,Null
Escola Agrotecnica Federal De Uberlandia,Eafudi,Null
Escola Bahiana De Administracao,Eba,Null
Escola Bahiana De Medicina E Saude Publica,Ebmsp,Ba
Escola Brasileira De Administracao Publica E De Empresas,Ebape,Rj
Escola Brasileira De Economia E Financas,Ebef,Rj
Escola Brasileira De Medicina Chinesa,Ebramec,Sp
Escola Da Advocacia-Geral Da Uniao,Eagu,Df
Escola Da Cidade - Faculdade De Arquitetura E Urbanismo,Escola Da Cidade,Sp
Escola De Administracao De Brasilia,Eab,Null
Escola De Administracao De Empresas De Sao Paulo,Fgv-Eaesp,Sp
Escola De Administracao De Empresas De Sao Paulo - Fgv Eaesp,Fgv-Eaesp,Sp
Escola De Administracao Do Exercito,Esaex,Ba
Escola De Administracao E Negocios,Esad,Df
Escola De Administracao Fazendaria,Esaf,Df
Escola De Aperfeicoamento De Oficiais,Esao,Rj
Escola De Artilharia De Costa E Antiaerea,Escosaae,Rj
Escola De Ciencias Sociais Fgv Cpdoc,Fgv Cpdoc,Rj
Escola De Comando E Estado-Maior Do Exercito,Eceme,Rj
"Escola De Comunicacao, Midia E Informacao",Fgv Ecmi,Rj
Escola De Comunicacoes,Escom,Df
Escola De Contas E Capacitacao Professor Pedro Aleixo,,Mg
Escola De Direito De Sao Paulo,Direito Gv,Sp
Escola De Direito De Sao Paulo - Fgv Direito Sp,Fgv Direito Sp,Sp
Escola De Direito Do Rio De Janeiro,Direito Rio,Rj
Escola De Direito Fucape,Fucape Direito,Es
Escola De Economia De Sao Paulo,Eesp,Sp
Escola De Educacao Fisica De Assis,Eefa,Null
Escola De Educacao Fisica Do Exercito,Esefex,Rj
Escola De Educacao Permanente,Eep,Sp
Escola De Enfermagem Da Fundacao Tecnico Educacional Souza Marques,Eeftesm,Rj
Escola De Enfermagem Wenceslau Braz,Eewb,Mg
Escola De Engenharia De Agrimensura,Eea,Ba
Escola De Engenharia De Piracicaba,Eep/Fumep,Sp
Escola De Engenharia Eletromecanica Da Bahia,Eseemb,Ba
Escola De Engenharia Kennedy,Eek,Mg
Escola De Ensino Superior Anisio Teixeira,Cesat,Es
Escola De Ensino Superior Da Fipe,Fipeees,Sp
Escola De Ensino Superior Do Agreste Paraibano,Eesap,Pb
Escola De Equitacao Do Exercito,Eseqex,Rj
Escola De Esctudos Superiores De Vicosa,Esuv,Mg
Escola De Estudos Superiores De Vicosa,Esuv,Null
Escola De Formacao Complementar Do Exercito,Esfcex,Ba
Escola De Governo Do Maranhao,Egma,Null
Escola De Governo Em Saude Publica De Pernambuco,Esppe,Null
Escola De Governo Professor Paulo Neves De Carvalho,Eg,Mg
Escola De Instrucao Especializada,Esie,Rj
Escola De Inteligencia - Esint/Abin,Esint/Abin,Df
Escola De Inteligencia Militar Do Exercito,Esimex,Df
Escola De Magistratura Do Estado Do Rio De Janeiro,Emerj,Null
Escola De Matematica Aplicada,Emap-Fgv,Rj
Escola De Medicina Souza Marques Da Fundacao Tecnico-Educacional Souza Marques,Emsm,Rj
Escola De Musica E Belas Artes Do Parana,Embap,Null
Escola De Politicas Publicas E Governo Da Fundacao Getulio Vargas,Fgv Eppg,Df
Escola De Sargentos Das Armas,Esa,Mg
Escola De Sargentos De Logistica,Esslog,Rj
Escola De Saude Do Exercito,Essex,Rj
Escola De Saude Publica Do Estado De Mato Grosso,Espmt,Null
Escola De Sociologia E Politica De Sao Paulo,Esp,Sp
Escola Dieese De Ciencias Do Trabalho,Dieese,Sp
Escola Dominicana De Teologia,Null,Sp
Escola Municipal De Gestao Do Legislativo,Emugle,Rj
Escola Nacional De Administracao Publica,Enap,Df
Escola Nacional De Ciencias Estatisticas,Ence,Rj
Escola Nacional De Formacao E Aperfeicoamento De Magistrados,Enfam,Null
Escola Naval,En,Null
Escola Pernambucana De Saude,Fbvimip,Pe
Escola Politecnica De Pernambuco,Poli,Pe
Escola Saude Publica - Espmt,Espmt,Null
Escola Superior Aberta Do Brasil,Esab,Es
Escola Superior Associada De Goiania,Esup,Go
Escola Superior Batista Do Amazonas,Esbam,Am
Escola Superior Da Amazonia,Esamaz,Pa
Escola Superior Da Amazonia De Abaetetuba,Esamaz,Pa
Escola Superior Da Magistratura Tocantinense,Esmat,Null
"Escola Superior De Adm., Marketing E Com. De Perdizes",Esamc Perdizes,Null
Escola Superior De Administracao E Gestao,Esags,Sp
"Escola Superior De Administracao, Marketing E Comunicacao De Goiania",Esamc De Goiania,Go
"Escola Superior De Administracao, Marketing E Comunicacao Do Morumbi",Null,Sp
Escola Superior De Advocacia Publica,Esap/Pge-Rj,Null
Escola Superior De Agronomia De Paraguacu Paulista,Esapp,Sp
Escola Superior De Artes Celia Helena,Null,Sp
Escola Superior De Aviacao Civil,Esac,Pb
Escola Superior De Catalao,,Go
Escola Superior De Ciencias Da Santa Casa De Misericordia De Vitoria,Emescam,Es
Escola Superior De Ciencias Da Saude,Escs,Df
Escola Superior De Criciuma - Esucri,Esucri,Sc
"Escola Superior De Cruzeiro ""Prefeito Hamilton Vieira Mendes""",Esefic,Sp
Escola Superior De Cruzeiro Prefeito Hamilton Vieira Mendes,Esefic,Sp
Escola Superior De Educacao,Esjus,Mg
Escola Superior De Educacao Corporativa,Esec,Sc
Escola Superior De Educacao E Negocios,Esn,Sp
Escola Superior De Educacao Fisica,Esef,Pe
Escola Superior De Educacao Fisica De Jundiai,Esefj,Sp
Escola Superior De Educacao Fisica De Muzambinho,Esefm,Mg
Escola Superior De Engenharia De Porto Velho,Porto,Null
Escola Superior De Engenharia E Gestao De Sao Paulo - Eseg,Eseg,Sp
Escola Superior De Engenharia E Gestao De Valinhos - Eseg,Eseg,Sp
Escola Superior De Ensino Helena Antipoff,Eseha,Rj
Escola Superior De Estatistica Da Bahia,Eseb,Ba
Escola Superior De Estudos Empresariais E Informatica,Eseei,Pr
Escola Superior De Gestao,Esge,Df
Escola Superior De Gestao Comercial E Marketing,Esic,Pr
Escola Superior De Hotelaria Castelli,Castelli,Rs
Escola Superior De Itabira,,Mg
Escola Superior De Marketing,Esm,Pe
Escola Superior De Musica E Artes Do Rio Grande Do Sul,Esmargs,Rs
Escola Superior De Pouso Alegre,,Mg
Escola Superior De Propaganda E Marketing,Espm,Sp
Escola Superior De Propaganda E Marketing De Porto Alegre,Espm - Poa,Rs
Escola Superior De Propaganda E Marketing Do Rio De Janeiro,Espm,Rj
Escola Superior De Relacoes Publicas,Esurp,Pe
Escola Superior De Saude De Arcoverde,Essa,Pe
Escola Superior De Secretariado De Pernambuco,Esuspe,Pe
Escola Superior De Tecnologia & Gestao De Santa Catarina,Est&G,Sc
Escola Superior De Tecnologia E Educacao De Porto Ferreira,Espf,Null
Escola Superior De Tecnologia E Educacao De Rio Claro,Esrc,Null
Escola Superior De Teologia E Espiritualidade Franciscana,Estef,Rs
Escola Superior Do Ar,Ear,Sp
Escola Superior Do Ministerio Publico,Escolamp,Df
Escola Superior Do Ministerio Publico Da Uniao,Esmpu,Df
Escola Superior Do Sul De Santa Catarina,,Sc
Escola Superior Dom Helder Camara,Esdhc,Mg
Escola Superior Em Meio Ambiente,Esma,Mg
Escola Superior Madre Celeste,Esmac,Pa
Escola Superior Nacional De Seguros,Esns,Rj
Escola Superior Nacional De Seguros De Sao Paulo,Esns-Sp,Sp
Escola Superior Paulista De Administracao - Espa,Espa,Sp
Escola Superior Sao Francisco De Assis,Esfa,Es
Escola Superior Sao Judas De Guarulhos,,Sp
Escola Superior Sao Judas De Sao Bernardo Do Campo,,Sp
Escola Superior Una De Conselheiro Lafaiete,,Mg
Escola Superior Una De Itumbiara,,Go
Escola Tecnica E Superior Machado De Assis  Santa Rosa,Fema,Rs
Estacio De Sa  Faculdade Do Para,Estacio Fap,Pa
Estacio Fatern - Faculdade Estacio Do Rio Grande Do Norte,Estacio Fatern,Rn
Facisa-Unai Faculdade De Ciencias Da Saude De Unai,Facisa-Unai,Mg
Faciten - Faculdade De Ciencias E Tecnologias De Natal,Faciten,Rn
Facudade De Morrinhos,Fam,Go
Facudade Ieducare - Fied,Fied,Ce
Faculade Presidente Antonio Carlos De Nepomuceno,Funees Nepomuceno,Mg
Faculdade  Arnaldo Janssen,Fajanssen,Mg
Faculdade  De Ciencias E Tecnologia Professor Dirson Maciel De Barros,Fadimab,Pe
Faculdade  Do Sertao Central  Ead,Fasec Ead,Ce
Faculdade  Fasup,Fasup,Pe
Faculdade  Integrada De Advocacia Da  Amazonia,Finama,Pa
Faculdade  Pitagoras,,Null
Faculdade  Sao Joaquim Da Barra,,Sp
Faculdade  Senac Criciuma,Senac Criciuma,Sc
Faculdade - Uninorte  Altamira,,Pa
Faculdade - Uninorte  Barcarena,,Pa
Faculdade 05 De Julho,F5,Ce
Faculdade 2001,,Pe
Faculdade 28 De Agosto De Ensino E Pesquisa,28 De Agosto,Sp
Faculdade 7 De Setembro,Fa7,Ce
Faculdade Abc De Goiania,Fabc,Go
Faculdade Aberta Do Tocantins,Fat,To
Faculdade Abrange Abc,Fabrange,Sp
Faculdade Acao,Fctvale,Sc
Faculdade Acesita,Facesita,Mg
Faculdade Ad 1,Unisaber/Ad1,Df
Faculdade Adelina Moura - Faadema,Faadema,Ma
Faculdade Adelmar Rosado,Far,Pi
Faculdade Adjetivo Cetep,Adjetivo-Cetep,Mg
Faculdade Adventista Da Amazonia,Faama,Pa
Faculdade Adventista Da Bahia,Fadba,Ba
Faculdade Adventista De Administracao Do Nordeste,Faad,Null
Faculdade Adventista De Educacao Do Nordeste,Faene,Null
Faculdade Adventista De Fisioterapia,Fafis,Null
Faculdade Adventista De Hortolandia,Fah,Sp
Faculdade Adventista De Hortolandia - Unasp Hortolandia,Fah/Unasp-Ht,Null
Faculdade Adventista Do Parana,Fap,Pr
Faculdade Adventista Paranaense,Iap,Pr
Faculdade Afirmativo,Fafi,Mt
Faculdade Afonso Mafrense,Fam,Pi
Faculdade Afonso Schmidt,Fas,Sp
Faculdade Agape De Sao Felix,,Pa
Faculdade Ages De Jacobina,Faculdade Ages,Ba
Faculdade Ages De Jeremoabo,Ages,Ba
Faculdade Ages De Lagarto,Faculdade Ages,Se
Faculdade Ages De Medicina,Faculdade Ages,Ba
Faculdade Ages De Medicina De Irece,Faculdade Ages,Ba
Faculdade Ages De Senhor Do Bonfim,Faculdade Ages,Ba
Faculdade Ages De Tucano,Faculdade Ages,Ba
"Faculdade Agora - Administracao, Educacao E Cultura",Faaec,Pr
Faculdade Agora - Fag,Fag,Mt
Faculdade Aiec,Aiec / Faab,Df
Faculdade Ajes,Ajes,Mt
Faculdade Alagoana De Administracao,Faa,Al
Faculdade Albert Einstein,Falbe,Df
Faculdade Aldete Maria Alves,Fama,Mg
Faculdade Alfa America,Null,Sp
Faculdade Alfa Brasil,Faab,Pr
Faculdade Alfa De Teofilo Otoni,Alfa,Mg
Faculdade Alfa Umuarama,Alfa,Pr
Faculdade Alfacastelo,Fcgb,Sp
Faculdade Alfaunipac De Almenara,Null,Mg
Faculdade Alfaunipac De Aracuai,Null,Mg
Faculdade Alfaunipac De Capelinha,Null,Mg
Faculdade Alfaunipac De Guanhaes,Null,Mg
Faculdade Alfredo Nasser,Fan,Go
Faculdade Alfredo Nasser De Casa Nova,Fan,Ba
Faculdade Alfredo Nasser De Pontalina,,Go
Faculdade Alfredo Nasser De Remanso,,Ba
Faculdade Alianca,Alianca,Pi
Faculdade Alianca De Itaberai,Null,Go
Faculdade Alianca Educacional Do Estado De Sao Paulo,,Sp
Faculdade Alis De Itabirito,Null,Mg
Faculdade Almeida Rodrigues,Far,Go
Faculdade Alpha,Alpha,Pe
Faculdade Alphaville,Favi,Sp
Faculdade Alura.Tech,Alura.Tech,Sp
Faculdade Alvares De Azevedo,Faatesp,Sp
Faculdade Alves Faria,Alfa,Sp
Faculdade Alves Lima,Faal,Df
Faculdade Alvorada De Educacao Fisica E Desporto,Faefd,Df
Faculdade Alvorada De Informatica E Processamento De Dados,Faipd,Df
Faculdade Alvorada De Saude,,Sp
Faculdade Alvorada De Tecnologia E Educacao De Maringa,Faculdade Alvorada,Pr
Faculdade Alvorada Paulista,Falp,Sp
Faculdade Amadeus,Fama,Se
Faculdade Amazonas,,Am
Faculdade Amec Trabuco,Amec,Ba
Faculdade America,America,Es
Faculdade America Latina,Null,Null
Faculdade Americas International College,Famg,Sp
Faculdade Ana Carolina Puga,Fapuga,Sp
Faculdade Anasps,Fanasps,Df
Faculdade Anchieta,Igabc,Sp
Faculdade Anchieta De Ensino Superior Do Parana,Faesp,Pr
Faculdade Anchieta Do Recife,Far,Pe
Faculdade Anclivepa,Anclivepa,Sp
Faculdade Anclivepa Brasilia,,Df
Faculdade Anclivepa De Gestao E Humanologia,Fagh,Sp
Faculdade Anclivepa De Natal,,Rn
Faculdade Andre Da Silveira,Fads,Mg
Faculdade Andreotti,Fa,Pr
Faculdade Andreotti De Maringa,Fam,Pr
Faculdade Angel Vianna,Fav,Rj
Faculdade Anglicana De Erechim,Fae,Rs
Faculdade Anglo,Null,Sp
Faculdade Anglo Latino,Fal,Sp
Faculdade Anglo-Americano,Faa,Null
Faculdade Anglo-Americano De Joao Pessoa,Faajp,Null
Faculdade Angloamericano De Caxias Do Sul,Faacs,Rs
Faculdade Anhanguera De Alvorada,,Rs
Faculdade Anhanguera De Anapolis,Null,Go
Faculdade Anhanguera De Assis,,Sp
Faculdade Anhanguera De Bauru,Null,Sp
Faculdade Anhanguera De Belo Horizonte,Null,Mg
Faculdade Anhanguera De Betim,Null,Mg
Faculdade Anhanguera De Brasilia,Null,Df
Faculdade Anhanguera De Campinas,Null,Sp
Faculdade Anhanguera De Cascavel,Null,Pr
Faculdade Anhanguera De Catanduva,Fac,Sp
Faculdade Anhanguera De Caxias Do Sul,Null,Rs
Faculdade Anhanguera De Ciencias E Tecnologia De Brasilia,Null,Df
"Faculdade Anhanguera De Ciencias Juridicas, Gerenciais E Educacao De Sinop",Null,Mt
Faculdade Anhanguera De Ciencias Sociais Aplicadas De Sinop,Facisas,Mt
Faculdade Anhanguera De Contagem,Null,Mg
Faculdade Anhanguera De Cuiaba,Fac,Mt
Faculdade Anhanguera De Divinopolis,Null,Mg
Faculdade Anhanguera De Dourados,Null,Ms
Faculdade Anhanguera De Educacao Ciencias E Tecnologia De Sorocaba,Faects,Sp
"Faculdade Anhanguera De Educacao, Ciencias E Tecnologia De Sorocaba",Null,Null
Faculdade Anhanguera De Erechim,,Rs
Faculdade Anhanguera De Feira De Santana,Null,Ba
Faculdade Anhanguera De Goiania,Null,Go
Faculdade Anhanguera De Governador Valadares,Null,Mg
Faculdade Anhanguera De Guarapari,Null,Es
Faculdade Anhanguera De Guarulhos,Null,Sp
Faculdade Anhanguera De Imperatriz,Null,Ma
Faculdade Anhanguera De Indaiatuba,Null,Sp
Faculdade Anhanguera De Ipatinga,Null,Mg
Faculdade Anhanguera De Itabuna,Null,Ba
Faculdade Anhanguera De Itapecerica Da Serra,,Sp
Faculdade Anhanguera De Itapetininga,,Sp
Faculdade Anhanguera De Itapeva,Fai,Sp
Faculdade Anhanguera De Jacarei,Null,Sp
Faculdade Anhanguera De Jau,Faj,Sp
Faculdade Anhanguera De Jequie,Fpj,Ba
Faculdade Anhanguera De Joinville,Iesville,Sc
Faculdade Anhanguera De Jundiai,Null,Sp
Faculdade Anhanguera De Limeira,Null,Sp
Faculdade Anhanguera De Linhares,Null,Es
Faculdade Anhanguera De Macapa,Null,Ap
Faculdade Anhanguera De Maceio,,Al
Faculdade Anhanguera De Maraba,Null,Pa
Faculdade Anhanguera De Marilia,Fam,Sp
Faculdade Anhanguera De Matao,Null,Sp
Faculdade Anhanguera De Mogi Guacu,Famg,Sp
Faculdade Anhanguera De Negocios E Tecnologias Da Informacao,Null,Df
Faculdade Anhanguera De Nova Iguacu,,Rj
Faculdade Anhanguera De Osasco,Null,Sp
Faculdade Anhanguera De Palmas,,To
Faculdade Anhanguera De Paragominas,Fpp,Pa
Faculdade Anhanguera De Parauapebas,,Pa
Faculdade Anhanguera De Passo Fundo,,Rs
Faculdade Anhanguera De Pelotas,,Rs
Faculdade Anhanguera De Pindamonhangaba,Null,Sp
Faculdade Anhanguera De Piracicaba,Null,Sp
Faculdade Anhanguera De Pocos De Caldas,Null,Mg
Faculdade Anhanguera De Ponta Grossa,Null,Pr
Faculdade Anhanguera De Porto Alegre,Null,Rs
Faculdade Anhanguera De Primavera Do Leste,Fipl,Mt
Faculdade Anhanguera De Ribeirao Das Neves,Null,Mg
Faculdade Anhanguera De Ribeirao Preto,Null,Sp
Faculdade Anhanguera De Rio Branco,,Ac
Faculdade Anhanguera De Rio Claro,Null,Sp
Faculdade Anhanguera De Rondonopolis,Far,Mt
Faculdade Anhanguera De Salvador,Facdelta,Ba
Faculdade Anhanguera De Santa Barbara,Null,Sp
Faculdade Anhanguera De Santo Antonio De Jesus,Null,Ba
Faculdade Anhanguera De Sao Bernardo,Null,Sp
Faculdade Anhanguera De Sao Caetano,Null,Sp
Faculdade Anhanguera De Sao Joao De Meriti,,Rj
Faculdade Anhanguera De Sao Jose,Null,Sp
Faculdade Anhanguera De Sao Jose Do Rio Preto,Fasjrp,Sp
Faculdade Anhanguera De Sao Jose-Sc,Fasj-Sc,Sc
Faculdade Anhanguera De Sao Luiz,Null,Ma
Faculdade Anhanguera De Serra,Fps,Es
Faculdade Anhanguera De Sertaozinho,Fasert,Sp
Faculdade Anhanguera De Sobral,,Ce
Faculdade Anhanguera De Sorocaba,Fso,Sp
Faculdade Anhanguera De Sorriso,Null,Mt
Faculdade Anhanguera De Sumare,Facsumare,Sp
Faculdade Anhanguera De Taboao Da Serra,Fats,Sp
Faculdade Anhanguera De Taguatinga,Null,Df
Faculdade Anhanguera De Tangara Da Serra,Fits,Mt
Faculdade Anhanguera De Taubate,Null,Sp
Faculdade Anhanguera De Tecnologia De Belo Horizonte,Null,Mg
Faculdade Anhanguera De Tecnologia De Jundiai,Null,Sp
Faculdade Anhanguera De Tecnologia De Junduai,Fatj,Sp
Faculdade Anhanguera De Teixeira De Freitas,Null,Ba
Faculdade Anhanguera De Uberlandia,Null,Mg
Faculdade Anhanguera De Valinhos,Null,Sp
Faculdade Anhanguera De Valparaiso,Null,Go
Faculdade Anhanguera De Vitoria Da Conquista,,Ba
Faculdade Anhanguera Do Amazonas,,Am
Faculdade Anhanguera Do Ceara,Null,Ce
Faculdade Anhanguera Do Maranhao,Null,Ma
Faculdade Anhanguera Do Rio Grande,,Rs
Faculdade Anhanguera Franca,Faf,Sp
Faculdade Anhanguera Itabira,Null,Mg
Faculdade Anhanguera Jaragua Do Sul,Null,Sc
Faculdade Anhanguera Pitagoras De Jundiai,Null,Sp
Faculdade Anhanguera Pitagoras Votorantim,-,Sp
Faculdade Anhanguera Unidade Guarapari,Null,Es
Faculdade Anhanguera Unidade Paragominas,Null,Pa
Faculdade Anhanguera Unidade Parauapebas,Null,Pa
Faculdade Anisio Teixeira De Feira De Santana,Fat,Ba
Faculdade Antonio Meneghetti,Amf,Rs
Faculdade Aparecida De Goiania,Fap,Go
Faculdade Apogeu,Apogeu,Df
Faculdade Araguaia,Fara,Go
Faculdade Area 1,Area 1,Ba
Faculdade Area1 Wyden,Area1 Wyden,Ba
Faculdade Ari De Sa,Fas,Ce
Faculdade Ariano Suassuna - Univas,Null,Am
Faculdade Arnaldo Horacio Ferreira,Faahf,Ba
Faculdade Arquidiocesana De Curvelo,Fac,Mg
Faculdade Arquidiocesana De Pirapora,Fap,Mg
Faculdade Arthur Sa Earp Neto,Fase,Rj
Faculdade Arthur Thomas,Cesa,Pr
Faculdade Asa De Brumadinho,Iecemb - Fab,Mg
Faculdade Asces,Asces,Pe
Faculdade Assembleiana Do Brasil,Null,Go
Faculdade Assis Gurgacz,Fag Toledo,Pr
Faculdade Associada Brasil,Fab,Sp
Faculdade Associada Brasil - Ead,,Sp
Faculdade Astorga,Faast,Pr
